text,intent,sentiment
Complaint TKT61b2b351: I am disappointed with ZENDEnterprise Dedicated in Thailand.,Complaint,Neutral
Ticket TKT1c4d38cb: My Postpaid Gold service in India is not working.,Technical,Neutral
Refund ticket TKT349d6cc5: Why no refund for Postpaid Platinum in India?,Refund,Neutral
Inquiry ID TKT8267ab4a: Need pricing details of ZENDBiz Connect 500.,Product Inquiry,Happy
Ticket TKT1cc71743: Cannot access ZENDBiz Connect 1G for enterprise account.,Technical,Neutral
Invoice INV86dcc465: My Prepaid Basic bill in Singapore seems incorrect.,Billing,Angry
Ticket TKT51b40e93: Cannot access ZENDFleet IoT for enterprise account.,Technical,Angry
Complaint ID TKT2d61b24d: Poor experience with Postpaid Platinum.,Complaint,Angry
Invoice INV994c8854: My ZENDOffice Net 1G bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKTcfce7427: Very frustrated with ZENDOffice Net 500 service.,Complaint,Angry
Invoice INVc6f8466f: Explain charges for ZENDBiz Connect 500 under individual account.,Billing,Neutral
Refund request TKTca476863: I want refund for ZENDCloud VM Basic used in USA.,Refund,Neutral
Inquiry TKTc57eb557: Tell me about ZENDOffice Net 200 plans in Thailand.,Product Inquiry,Neutral
Refund ticket TKTd0074af0: Why no refund for ZENDFiber Home 100 Mbps in Singapore?,Refund,Neutral
Refund request TKT34cabfe2: I want refund for ZENDSmart Parking used in USA.,Refund,Angry
Invoice INVa9acb9f4: Explain charges for ZENDSmart Lighting under individual account.,Billing,Neutral
Refund request TKTe25dbcb4: I want refund for ZENDBiz Connect 100 used in Singapore.,Refund,Angry
Inquiry TKTd9f54482: Tell me about ZENDOffice Net 200 plans in Thailand.,Product Inquiry,Neutral
Ticket TKTbbeb328e: Very frustrated with ZENDSmart Parking service.,Complaint,Neutral
Refund request TKTad900bf6: I want refund for ZENDStorage 1TB used in India.,Refund,Neutral
Request TKT1e2c15a3: Does ZENDCloud VM Enterprise support premium features?,Product Inquiry,Neutral
Invoice INV2b424e78: I was charged extra for my ZENDStorage 1TB plan in Thailand.,Billing,Neutral
Inquiry ID TKT2ade3aba: Need pricing details of ZENDEnterprise Dedicated.,Product Inquiry,Neutral
Issue ID TKT20c2bc2a: Facing problem with ZENDOffice Net 500.,Technical,Neutral
Invoice INV5676002f: Explain charges for ZENDSmart Lighting under individual account.,Billing,Neutral
Inquiry TKT350bb74a: Tell me about ZENDCloud VM Basic plans in India.,Product Inquiry,Neutral
Invoice INV50d0e891: Explain charges for ZENDBiz Connect 500 under individual account.,Billing,Neutral
Complaint ID TKT777facb5: Poor experience with ZENDOffice Net 500.,Complaint,Angry
Refund request TKTb4f4c255: I want refund for Postpaid Gold used in India.,Refund,Neutral
Invoice INV411c4f88: My Postpaid Gold bill in India seems incorrect.,Billing,Neutral
Invoice INVf45654da: My Prepaid Unlimited bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV7bee9ed7: I was charged extra for my ZENDStorage 1TB plan in Singapore.,Billing,Neutral
Refund request TKTd7f5b5fc: I want refund for ZENDEnterprise Ultra used in Thailand.,Refund,Neutral
Ticket TKT57fc04ca: Cannot access ZENDIndustrial Sensor for individual account.,Technical,Neutral
Invoice INVb8f41ddb: Explain charges for ZENDStorage 10TB under individual account.,Billing,Neutral
Complaint ID TKT285b05bd: Poor experience with ZENDBiz Connect 500.,Complaint,Angry
Ticket TKT7f8078ab: Please process refund for Prepaid Basic.,Refund,Neutral
Inquiry TKTc5cbbcd0: Tell me about ZENDCloud VM Basic plans in Singapore.,Product Inquiry,Happy
Invoice INVd58ef494: I was charged extra for my Postpaid Gold plan in Thailand.,Billing,Angry
Complaint ID TKT7d48a553: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Invoice INV86153e4e: Explain charges for Prepaid Basic under enterprise account.,Billing,Angry
Refund ticket TKTb0a26304: Why no refund for ZENDSmart Lighting in USA?,Refund,Neutral
Inquiry ID TKT43a6339a: Need pricing details of ZENDCloud VM Pro.,Product Inquiry,Happy
Ticket TKT267831ca: My ZENDFiber Home 300 Mbps service in India is not working.,Technical,Neutral
Ticket TKT18775d1d: Cannot access ZENDSmart Parking for enterprise account.,Technical,Neutral
Ticket TKTf24a754f: My ZENDOffice Net 200 service in India is not working.,Technical,Neutral
Invoice INV59dd1239: Explain charges for ZENDSmart Traffic under individual account.,Billing,Neutral
Ticket TKT896d8694: My Postpaid Platinum service in India is not working.,Technical,Neutral
Complaint TKTb7840522: I am disappointed with ZENDSmart Traffic in USA.,Complaint,Neutral
Ticket TKTec690981: Cannot access ZENDSmart Parking for enterprise account.,Technical,Angry
Invoice INVdc8b7e45: I was charged extra for my ZENDEnterprise Dedicated plan in Singapore.,Billing,Neutral
Request TKTd962e1c7: Does Postpaid Silver support premium features?,Product Inquiry,Neutral
Ticket TKT12a3a1d0: Cannot access Prepaid Basic for enterprise account.,Technical,Neutral
Invoice INV1f0420dc: I was charged extra for my ZENDFiber Home 100 Mbps plan in USA.,Billing,Neutral
Complaint TKT8e6f2349: I am disappointed with ZENDCloud VM Enterprise in USA.,Complaint,Neutral
Inquiry TKT9c1719db: Tell me about ZENDIndustrial Sensor plans in USA.,Product Inquiry,Happy
Ticket TKTe136e7f0: Very frustrated with ZENDEnterprise Dedicated service.,Complaint,Neutral
Issue ID TKT587295d6: Facing problem with ZENDSmart Parking.,Technical,Neutral
Invoice INV30e6b363: Explain charges for ZENDEnterprise Ultra under individual account.,Billing,Neutral
Issue ID TKT8b2b83c5: Facing problem with ZENDEnterprise Ultra.,Technical,Neutral
Invoice INV4957e49a: I was charged extra for my Prepaid Plus plan in India.,Billing,Angry
Ticket TKT5c295bd0: My ZENDFleet IoT service in India is not working.,Technical,Neutral
Ticket TKT01328915: Cannot access ZENDOffice Net 200 for enterprise account.,Technical,Neutral
Inquiry ID TKTbffe31fd: Need pricing details of ZENDFleet IoT.,Product Inquiry,Neutral
Ticket TKTff82dc3c: Please process refund for ZENDOffice Net 1G.,Refund,Neutral
Inquiry ID TKTfd221d7c: Need pricing details of ZENDFleet IoT.,Product Inquiry,Neutral
Invoice INV6b073dad: My ZENDFleet IoT bill in Thailand seems incorrect.,Billing,Neutral
Ticket TKT86774b82: Cannot access ZENDBiz Connect 1G for individual account.,Technical,Neutral
Refund ticket TKT249b48c7: Why no refund for ZENDSmart Traffic in USA?,Refund,Neutral
Invoice INVd3ac24a0: My Postpaid Platinum bill in India seems incorrect.,Billing,Neutral
Ticket TKT6e48df6a: Very frustrated with Postpaid Gold service.,Complaint,Angry
Invoice INVc861c31f: I was charged extra for my ZENDOffice Net 200 plan in India.,Billing,Neutral
Invoice INVef8bfbc8: Explain charges for Postpaid Silver under enterprise account.,Billing,Neutral
Invoice INV1154609f: I was charged extra for my Postpaid Platinum plan in Thailand.,Billing,Neutral
Ticket TKTab0fe0f9: Very frustrated with ZENDCloud VM Basic service.,Complaint,Neutral
Ticket TKT948692c2: My Prepaid Basic service in USA is not working.,Technical,Neutral
Invoice INVa86a375c: My Postpaid Platinum bill in Thailand seems incorrect.,Billing,Neutral
Complaint ID TKTeba71e4a: Poor experience with ZENDCloud VM Pro.,Complaint,Angry
Refund ticket TKTde4f2adb: Why no refund for Prepaid Basic in USA?,Refund,Neutral
Invoice INV6330f19e: My Postpaid Silver bill in Singapore seems incorrect.,Billing,Neutral
Invoice INV23d7b1b8: My ZENDOffice Net 200 bill in Singapore seems incorrect.,Billing,Angry
Complaint ID TKTe7adcf75: Poor experience with ZENDBiz Connect 100.,Complaint,Neutral
Ticket TKTe63f161c: My ZENDEnterprise Ultra service in India is not working.,Technical,Angry
Inquiry TKT543d2e1a: Tell me about ZENDOffice Net 200 plans in India.,Product Inquiry,Happy
Invoice INV9e8daaa4: Explain charges for ZENDFiber Home 300 Mbps under enterprise account.,Billing,Neutral
Invoice INVbda2aef7: Explain charges for ZENDIndustrial Sensor under individual account.,Billing,Angry
Complaint ID TKT425ca648: Poor experience with Postpaid Gold.,Complaint,Angry
Complaint ID TKT4a974b01: Poor experience with ZENDFiber Home 100 Mbps.,Complaint,Neutral
Ticket TKT10642dc4: Please process refund for ZENDBiz Connect 500.,Refund,Neutral
Issue ID TKT35dd6d28: Facing problem with ZENDOffice Net 1G.,Technical,Neutral
Refund request TKT115526aa: I want refund for ZENDSmart Traffic used in USA.,Refund,Neutral
Invoice INV4f2ecff6: I was charged extra for my ZENDOffice Net 500 plan in Singapore.,Billing,Neutral
Refund request TKTf2f2d96d: I want refund for Prepaid Unlimited used in Thailand.,Refund,Neutral
Invoice INVb9421664: Explain charges for ZENDBiz Connect 500 under enterprise account.,Billing,Neutral
Ticket TKTf107e3c4: My ZENDCloud VM Enterprise service in Thailand is not working.,Technical,Angry
Invoice INV87874965: Explain charges for ZENDIndustrial Sensor under enterprise account.,Billing,Neutral
Inquiry ID TKTc19189b7: Need pricing details of ZENDIndustrial Sensor.,Product Inquiry,Neutral
Inquiry TKT36764169: Tell me about Prepaid Plus plans in Singapore.,Product Inquiry,Happy
Refund ticket TKTe6157de6: Why no refund for ZENDEnterprise Dedicated in Singapore?,Refund,Neutral
Invoice INV2d3e12ac: Explain charges for ZENDSmart Parking under enterprise account.,Billing,Neutral
Request TKT256e2c86: Does ZENDEnterprise Ultra support premium features?,Product Inquiry,Neutral
Request TKT4502567c: Does ZENDBiz Connect 1G support premium features?,Product Inquiry,Neutral
Ticket TKT6be2af3f: My Postpaid Platinum service in Singapore is not working.,Technical,Neutral
Refund ticket TKT32d9e3f9: Why no refund for ZENDFiber Home 300 Mbps in USA?,Refund,Neutral
Complaint ID TKT2d0b851f: Poor experience with Postpaid Silver.,Complaint,Neutral
Issue ID TKTf9339c83: Facing problem with Prepaid Plus.,Technical,Neutral
Ticket TKT1a4d8190: Very frustrated with ZENDSmart Parking service.,Complaint,Neutral
Ticket TKTa1b4ab7e: Please process refund for ZENDBiz Connect 100.,Refund,Neutral
Complaint ID TKT55ecfef1: Poor experience with ZENDFiber Home 100 Mbps.,Complaint,Angry
Invoice INVaf3e6e8f: My ZENDCloud VM Pro bill in India seems incorrect.,Billing,Neutral
Invoice INV1c2676b5: Explain charges for ZENDCloud VM Pro under individual account.,Billing,Neutral
Invoice INVb1999b79: Explain charges for ZENDCloud VM Pro under individual account.,Billing,Neutral
Invoice INV1cbd133e: I was charged extra for my ZENDBiz Connect 1G plan in Thailand.,Billing,Neutral
Invoice INV138a494f: Explain charges for ZENDCloud VM Enterprise under enterprise account.,Billing,Neutral
Ticket TKT516bd8c1: Please process refund for ZENDSmart Lighting.,Refund,Angry
Invoice INVb23d98f2: Explain charges for ZENDSmart Lighting under individual account.,Billing,Neutral
Issue ID TKT29d0a512: Facing problem with ZENDStorage 1TB.,Technical,Neutral
Ticket TKTd6a0f527: Please process refund for ZENDOffice Net 500.,Refund,Neutral
Ticket TKTf7dbcf34: Please process refund for ZENDSmart Traffic.,Refund,Neutral
Inquiry TKT734ffc61: Tell me about ZENDBiz Connect 100 plans in India.,Product Inquiry,Neutral
Refund ticket TKT05c93374: Why no refund for ZENDEnterprise Ultra in India?,Refund,Angry
Issue ID TKT346a9b92: Facing problem with Postpaid Silver.,Technical,Neutral
Ticket TKTaeedeb3a: Very frustrated with ZENDSmart Traffic service.,Complaint,Neutral
Ticket TKT686f4ec5: Cannot access Prepaid Plus for individual account.,Technical,Neutral
Refund request TKT62541793: I want refund for ZENDStorage 10TB used in India.,Refund,Neutral
Ticket TKT98a44b3a: Please process refund for ZENDFiber Home 100 Mbps.,Refund,Neutral
Refund ticket TKT7e07cf44: Why no refund for ZENDStorage 10TB in India?,Refund,Neutral
Complaint ID TKT26159ef2: Poor experience with Prepaid Plus.,Complaint,Angry
Inquiry TKT80ac56d2: Tell me about ZENDStorage 10TB plans in Singapore.,Product Inquiry,Neutral
Ticket TKTe822a3dc: Please process refund for ZENDFiber Home 1 Gbps.,Refund,Neutral
Inquiry ID TKTb7e726c8: Need pricing details of Prepaid Plus.,Product Inquiry,Neutral
Ticket TKTfc9311b8: My ZENDSmart Lighting service in Thailand is not working.,Technical,Neutral
Invoice INVa31a02da: I was charged extra for my ZENDCloud VM Pro plan in India.,Billing,Angry
Complaint TKT61357989: I am disappointed with ZENDArchive Storage in USA.,Complaint,Neutral
Ticket TKTc484bcf1: Cannot access Postpaid Platinum for enterprise account.,Technical,Neutral
Ticket TKTa49a0412: My ZENDEnterprise Ultra service in Singapore is not working.,Technical,Angry
Complaint TKTc80bff53: I am disappointed with ZENDCloud VM Pro in Thailand.,Complaint,Neutral
Invoice INVdbfcb4e3: I was charged extra for my ZENDStorage 10TB plan in Singapore.,Billing,Neutral
Inquiry TKT217c31c3: Tell me about ZENDBiz Connect 1G plans in USA.,Product Inquiry,Neutral
Request TKT7b8ccbb0: Does Prepaid Plus support premium features?,Product Inquiry,Happy
Refund ticket TKT7b13e767: Why no refund for Prepaid Basic in Singapore?,Refund,Neutral
Ticket TKT1ba58f57: Very frustrated with ZENDSmart Traffic service.,Complaint,Neutral
Inquiry ID TKTa0c1dde9: Need pricing details of Prepaid Unlimited.,Product Inquiry,Neutral
Refund ticket TKTe8f014d6: Why no refund for ZENDOffice Net 500 in Thailand?,Refund,Neutral
Ticket TKTc15e790b: Cannot access Postpaid Silver for individual account.,Technical,Neutral
Inquiry ID TKT099c4255: Need pricing details of ZENDBiz Connect 500.,Product Inquiry,Neutral
Invoice INVc8ab79fc: Explain charges for ZENDFiber Home 300 Mbps under individual account.,Billing,Neutral
Refund ticket TKT66b30079: Why no refund for ZENDCloud VM Pro in USA?,Refund,Neutral
Ticket TKTd8287466: Very frustrated with ZENDOffice Net 1G service.,Complaint,Angry
Inquiry ID TKTcd05c5f6: Need pricing details of ZENDEnterprise Ultra.,Product Inquiry,Neutral
Complaint ID TKT12b9662f: Poor experience with Postpaid Platinum.,Complaint,Angry
Ticket TKTc3972724: Cannot access ZENDSmart Parking for enterprise account.,Technical,Neutral
Complaint ID TKTd50f858b: Poor experience with ZENDEnterprise Dedicated.,Complaint,Neutral
Refund ticket TKTca733513: Why no refund for ZENDFleet IoT in Thailand?,Refund,Neutral
Issue ID TKT0c45d1e3: Facing problem with Prepaid Unlimited.,Technical,Neutral
Complaint ID TKTcdfe4198: Poor experience with ZENDSmart Lighting.,Complaint,Neutral
Issue ID TKT6765a11a: Facing problem with ZENDStorage 10TB.,Technical,Neutral
Invoice INV58e843ba: My ZENDOffice Net 200 bill in Thailand seems incorrect.,Billing,Angry
Invoice INVc761e839: Explain charges for Prepaid Plus under individual account.,Billing,Angry
Request TKT8866d079: Does ZENDSmart Parking support premium features?,Product Inquiry,Neutral
Ticket TKT320aa5b5: My ZENDStorage 10TB service in Singapore is not working.,Technical,Angry
Refund ticket TKTe0050e32: Why no refund for ZENDEnterprise Ultra in USA?,Refund,Neutral
Invoice INVcb694ff1: Explain charges for Prepaid Unlimited under enterprise account.,Billing,Neutral
Invoice INV0fc2662e: My ZENDStorage 1TB bill in Thailand seems incorrect.,Billing,Neutral
Inquiry ID TKTb34fd3fc: Need pricing details of ZENDFleet IoT.,Product Inquiry,Happy
Request TKTbbf9e6cd: Does Postpaid Gold support premium features?,Product Inquiry,Happy
Inquiry TKT06c00000: Tell me about Postpaid Platinum plans in Singapore.,Product Inquiry,Happy
Invoice INV6456613d: My ZENDBiz Connect 500 bill in USA seems incorrect.,Billing,Neutral
Refund request TKT5ea6fd2b: I want refund for ZENDOffice Net 200 used in India.,Refund,Neutral
Ticket TKT953b8f18: Cannot access ZENDBiz Connect 500 for enterprise account.,Technical,Neutral
Issue ID TKT319e8593: Facing problem with Prepaid Unlimited.,Technical,Neutral
Ticket TKTdfdad3a6: My ZENDOffice Net 1G service in Thailand is not working.,Technical,Neutral
Invoice INV77ddefb1: Explain charges for ZENDSmart Parking under individual account.,Billing,Neutral
Invoice INVdce0e113: Explain charges for Postpaid Platinum under individual account.,Billing,Neutral
Invoice INV445b6acf: Explain charges for Prepaid Basic under individual account.,Billing,Neutral
Invoice INV7e4084ca: Explain charges for ZENDSmart Parking under enterprise account.,Billing,Neutral
Complaint ID TKT8b94aba7: Poor experience with ZENDIndustrial Sensor.,Complaint,Angry
Inquiry ID TKTeadb8ce7: Need pricing details of ZENDCloud VM Enterprise.,Product Inquiry,Neutral
Invoice INVbfcbbea2: Explain charges for Postpaid Silver under individual account.,Billing,Neutral
Inquiry ID TKT30c46cef: Need pricing details of ZENDFleet IoT.,Product Inquiry,Neutral
Complaint ID TKTdd88c925: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Request TKT1bd4c102: Does ZENDOffice Net 500 support premium features?,Product Inquiry,Neutral
Issue ID TKT22c6c58a: Facing problem with ZENDBiz Connect 1G.,Technical,Neutral
Invoice INV6d547bbd: My ZENDFiber Home 1 Gbps bill in India seems incorrect.,Billing,Neutral
Inquiry ID TKT71d3e498: Need pricing details of Prepaid Plus.,Product Inquiry,Neutral
Issue ID TKT211ea5e9: Facing problem with ZENDFiber Home 100 Mbps.,Technical,Neutral
Ticket TKTb44e81a6: Very frustrated with ZENDArchive Storage service.,Complaint,Neutral
Inquiry TKT9164eee3: Tell me about ZENDEnterprise Dedicated plans in Singapore.,Product Inquiry,Neutral
Complaint ID TKT9ef4c952: Poor experience with ZENDFiber Home 1 Gbps.,Complaint,Angry
Invoice INV35334df1: I was charged extra for my ZENDStorage 10TB plan in India.,Billing,Neutral
